comment,time,phase,balo,latitude,longitude,duty_R,duty_L,theta,cornangle,distance
threading,557.6103060245514,camera,1010.9427822972652,36.11185,140.098218,0,0,322.03732199153677,,1192.8380727767944
threading,560.6139461994171,camera,1010.9427822972652,36.111848,140.098218,0,0,322.03732199153677,,1192.8167939186096
threading,563.6170060634613,camera,1010.9427822972652,36.111848,140.098218,0,0,322.03732199153677,,1192.8167939186096
threading,566.6203505992889,camera,1010.9427822972652,36.111848,140.098218,0,0,322.03732199153677,,1192.8167939186096
threading,569.6233794689178,camera,1010.9427822972652,36.111846,140.09822,0,0,322.03732199153677,,1192.8167939186096
took photo saved as image/yolo_image5.jpg,570.840874671936,camera,1010.9427822972652,36.111846,140.09822,0,0,322.03732199153677,,1192.8167939186096
cone is NOT in the image,570.8413531780243,camera,1010.9427822972652,36.111846,140.09822,0,0,322.03732199153677,,1192.8167939186096
can not find cone rotate,570.8416340351105,camera,1010.9427822972652,36.111846,140.09822,0,0,322.03732199153677,,1192.8167939186096
threading,572.6268694400787,camera,1010.9427822972652,36.111846,140.098221,20,-20,269.31793960682734,,1192.8167939186096
threading,575.6303813457489,camera,1010.9427822972652,36.111845,140.098218,0,0,203.59708369333973,,1192.8167939186096
threading,578.6316330432892,camera,1010.9427822972652,36.111845,140.098215,0,0,203.59708369333973,,1192.8167939186096
threading,581.6344685554504,camera,1010.9427822972652,36.111846,140.098215,0,0,203.59708369333973,,1192.6718950271606
threading,584.6381223201752,camera,1010.9427822972652,36.111845,140.098211,0,0,203.59708369333973,,1192.6718950271606
threading,587.6410820484161,camera,1010.9427822972652,36.111845,140.098206,0,0,203.59708369333973,,1192.6718950271606
threading,590.6431066989899,camera,1010.9427822972652,36.111843,140.09819,0,0,203.59708369333973,,1192.6718950271606
took photo saved as image/yolo_image6.jpg,590.800849199295,camera,1010.9427822972652,36.111843,140.09819,0,0,203.59708369333973,,1192.6718950271606
cone is NOT in the image,590.8013441562653,camera,1010.9427822972652,36.111843,140.09819,0,0,203.59708369333973,,1192.6718950271606
can not find cone rotate,590.8016204833984,camera,1010.9427822972652,36.111843,140.09819,0,0,203.59708369333973,,1192.6718950271606
threading,593.6467235088348,camera,1010.9427822972652,36.111843,140.098185,0,0,260.0864282139555,,1192.6718950271606
threading,596.6504626274109,camera,1010.9427822972652,36.111841,140.098183,-20,20,319.87549695238795,,1192.6718950271606
threading,599.6541285514832,camera,1010.9427822972652,36.11184,140.098181,0,0,5.3498888866898255,,1192.6718950271606
threading,602.6553819179535,camera,1010.9427822972652,36.11184,140.098185,0,0,5.3498888866898255,,1192.5614476203918
threading,605.659060716629,camera,1010.9427822972652,36.111841,140.098181,0,0,5.3498888866898255,,1192.5614476203918
threading,608.6600477695465,camera,1010.9427822972652,36.111838,140.098185,0,0,5.3498888866898255,,1192.5614476203918
threading,611.6639754772186,camera,1010.9427822972652,36.111834,140.098186,0,0,5.3498888866898255,,1192.5614476203918
took photo saved as image/yolo_image7.jpg,614.1422789096832,camera,1010.9427822972652,36.111834,140.098186,0,0,5.3498888866898255,,1192.5614476203918
cone is NOT in the image,614.1427834033966,camera,1010.9427822972652,36.111834,140.098186,0,0,5.3498888866898255,,1192.5614476203918
can not find cone rotate,614.1430540084839,camera,1010.9427822972652,36.111834,140.098186,0,0,5.3498888866898255,,1192.5614476203918
threading,614.6650705337524,camera,1010.9427822972652,36.111834,140.098186,0,0,21.34047188823925,,1192.5614476203918
threading,617.6675846576691,camera,1010.9427822972652,36.111834,140.098185,0,0,251.23046628385697,,1192.5614476203918
threading,620.6711859703064,camera,1010.9427822972652,36.111834,140.098181,0,0,204.1759338029244,,1192.5614476203918
threading,623.6747529506683,camera,1010.9427822972652,36.111834,140.09818,0,0,204.1759338029244,,1192.4459338188171
threading,626.6784143447876,camera,1010.9427822972652,36.111833,140.098181,0,0,204.1759338029244,,1192.4459338188171
threading,629.6819956302643,camera,1010.9427822972652,36.111834,140.098181,0,0,204.1759338029244,,1192.4459338188171
threading,632.6855473518372,camera,1010.9427822972652,36.11183,140.098175,0,0,204.1759338029244,,1192.4459338188171
took photo saved as image/yolo_image8.jpg,634.3769657611847,camera,1010.9427822972652,36.11183,140.098175,0,0,204.1759338029244,,1192.4459338188171
cone is NOT in the image,634.3775131702423,camera,1010.9427822972652,36.11183,140.098175,0,0,204.1759338029244,,1192.4459338188171
can not find cone rotate,634.3778131008148,camera,1010.9427822972652,36.11183,140.098175,0,0,204.1759338029244,,1192.4459338188171
threading,635.6890456676483,camera,1010.9427822972652,36.11183,140.098173,0,0,183.9622846942768,,1192.4459338188171
threading,638.691379070282,camera,1010.9427822972652,36.111831,140.098176,-17,17,163.36310605282029,,1192.4459338188171
threading,641.6949331760406,camera,1010.9427822972652,36.11183,140.098181,0,0,163.36310605282029,,1192.4459338188171
threading,644.6988751888275,camera,1010.9427822972652,36.11183,140.098183,0,0,163.36310605282029,,1192.1399235725403
threading,647.7025632858276,camera,1010.9427822972652,36.11183,140.098185,0,0,163.36310605282029,,1192.1399235725403
threading,650.7051944732666,camera,1010.9427822972652,36.11183,140.09818,0,0,163.36310605282029,,1192.1399235725403
threading,653.7075998783112,camera,1010.9427822972652,36.111828,140.098185,0,0,163.36310605282029,,1192.1399235725403
took photo saved as image/yolo_image9.jpg,655.8609850406647,camera,1010.9427822972652,36.111828,140.098185,0,0,163.36310605282029,,1192.1399235725403
cone is NOT in the image,655.8616602420807,camera,1010.9427822972652,36.111828,140.098185,0,0,163.36310605282029,,1192.1399235725403
can not find cone rotate,655.8625531196594,camera,1010.9427822972652,36.111828,140.098185,0,0,163.36310605282029,,1192.1399235725403
threading,656.7116956710815,camera,1010.9427822972652,36.111828,140.098185,18,-18,142.45850528999392,,1192.1399235725403
threading,659.7165668010712,camera,1010.9427822972652,36.111826,140.098181,0,0,137.6025622024998,,1192.1399235725403
threading,662.7200438976288,camera,1010.9427822972652,36.111828,140.098181,0,0,122.31721682854182,,1192.1399235725403
threading,665.7283842563629,camera,1010.9427822972652,36.111826,140.098183,0,0,122.31721682854182,,1192.1399235725403
threading,668.7313811779022,camera,1010.9427822972652,36.111826,140.098185,0,0,122.31721682854182,,1192.4459338188171
threading,671.734894990921,camera,1010.9427822972652,36.11183,140.098185,0,0,122.31721682854182,,1192.4459338188171
threading,674.7385249137878,camera,1010.9427822972652,36.111825,140.098186,0,0,122.31721682854182,,1192.4459338188171
took photo saved as image/yolo_image10.jpg,677.5052101612091,camera,1010.9427822972652,36.111816,140.0982,0,0,122.31721682854182,,1192.4459338188171
cone is in the image,677.5059564113617,camera,1010.9427822972652,36.111816,140.0982,0,0,122.31721682854182,-16.483064764689416,1192.4459338188171
rotate for cone,677.5062346458435,camera,1010.9427822972652,36.111816,140.0982,0,0,122.31721682854182,,1192.4459338188171
threading,677.7419848442078,camera,1010.9427822972652,36.111816,140.0982,0,0,121.40003297907253,,1192.4459338188171
threading,680.7454380989075,camera,1010.9427822972652,36.111818,140.098208,0,0,105.47219367515385,,1192.4459338188171
threading,683.7488803863525,camera,1010.9427822972652,36.111818,140.098209,0,0,105.47219367515385,,1192.4459338188171
threading,686.7514336109161,camera,1010.9427822972652,36.111813,140.098213,0,0,105.47219367515385,,1192.021369934082
threading,689.7548878192902,camera,1010.9427822972652,36.111813,140.098213,0,0,105.47219367515385,,1192.021369934082
threading,692.757493019104,camera,1010.9427822972652,36.111815,140.098211,0,0,105.47219367515385,,1192.021369934082
threading,695.7608079910278,camera,1010.9427822972652,36.111811,140.098215,0,0,105.47219367515385,,1192.021369934082
took photo saved as image/yolo_image11.jpg,696.1844429969788,camera,1010.9427822972652,36.111811,140.098215,0,0,105.47219367515385,,1192.021369934082
cone is NOT in the image,696.1849586963654,camera,1010.9427822972652,36.111811,140.098215,0,0,105.47219367515385,,1192.021369934082
can not find cone rotate,696.1852326393127,camera,1010.9427822972652,36.111811,140.098215,0,0,105.47219367515385,,1192.021369934082
threading,698.764404296875,camera,1010.9427822972652,36.111808,140.098218,0,0,123.46149515006857,,1192.021369934082
threading,701.767496585846,camera,1010.9427822972652,36.11181,140.098218,0,0,132.05316528289393,,1192.021369934082
threading,704.7745521068573,camera,1010.9427822972652,36.11181,140.098235,0,0,138.71158863945539,,1192.021369934082
