comment,time,phase,balo,latitude,longitude,duty_R,duty_L,theta,cornangle,distance
threading,5.0474913120269775,land,1010.699406285931,36.111895,140.098548,-1,-1,-1,,-1
threading,8.055253982543945,land,1010.6511600099287,36.111895,140.098548,-1,-1,-1,,-1
threading,11.05890154838562,land,1010.6522418997947,36.110885,140.099173,-1,-1,-1,,-1
threading,14.062403917312622,land,1010.6486629110211,36.110945,140.09929,-1,-1,-1,,-1
threading,17.066030025482178,land,1010.5077638629404,36.110921,140.099163,-1,-1,-1,,-1
threading,20.0696017742157,land,1010.6427585536155,36.110989,140.099201,-1,-1,-1,,-1
threading,23.073256015777588,land,1010.644016320216,36.110989,140.099201,-1,-1,-1,,-1
threading,26.076834678649902,land,1010.5665830086817,36.110989,140.099201,-1,-1,-1,,-1
threading,29.08040142059326,land,1010.5830323205597,36.110989,140.099201,-1,-1,-1,,-1
threading,32.084216356277466,land,1010.5654838659314,36.110989,140.099201,-1,-1,-1,,-1
threading,35.087870836257935,land,1010.5843581218546,36.110989,140.099201,-1,-1,-1,,-1
threading,38.09161186218262,land,1010.5456299846087,36.110989,140.099201,-1,-1,-1,,-1
threading,41.09521818161011,land,1010.5902403532308,36.110989,140.099201,-1,-1,-1,,-1
threading,44.09871482849121,land,1010.5843581218546,36.110989,140.099201,-1,-1,-1,,-1
threading,47.10233736038208,land,1010.5632296044796,36.110989,140.099201,-1,-1,-1,,-1
threading,50.106009006500244,land,1010.6324926749786,36.110989,140.099201,-1,-1,-1,,-1
threading,53.10956621170044,land,1010.3976333505548,36.110989,140.099201,-1,-1,-1,,-1
threading,56.11158847808838,land,1010.0394751719409,36.110989,140.099201,-1,-1,-1,,-1
threading,59.1151921749115,land,1009.7189100088722,36.110989,140.099201,-1,-1,-1,,-1
threading,62.11653232574463,land,1009.3866104880844,36.110989,140.099201,-1,-1,-1,,-1
threading,65.11986923217773,land,1009.2749473057256,36.110989,140.099201,-1,-1,-1,,-1
sky,65.58656048774719,land,1009.2749473057256,36.110989,140.099201,-1,-1,-1,,-1
threading,68.12402820587158,land,1009.2243889955596,36.110989,140.099201,-1,-1,-1,,-1
threading,71.12770557403564,land,1009.3291122628277,36.110989,140.099201,-1,-1,-1,,-1
threading,74.13136720657349,land,1009.2998845117039,36.110989,140.099201,-1,-1,-1,,-1
threading,77.13502883911133,land,1009.3430852932372,36.110989,140.099201,-1,-1,-1,,-1
threading,80.13863921165466,land,1009.2814926265429,36.110989,140.099201,-1,-1,-1,,-1
threading,83.14074897766113,land,1008.9618788438387,36.111228,140.099218,-1,-1,-1,,-1
threading,86.14435338973999,land,1009.3467319771121,36.111125,140.099241,-1,-1,-1,,-1
threading,89.14791631698608,land,1009.272761848699,36.111106,140.099226,-1,-1,-1,,-1
threading,92.1515142917633,land,1009.2337770316732,36.111115,140.099216,-1,-1,-1,,-1
threading,95.15511703491211,land,1009.3990883688036,36.111125,140.099186,-1,-1,-1,,-1
threading,98.15862250328064,land,1009.3972568842519,36.111131,140.099185,-1,-1,-1,,-1
threading,101.16086506843567,land,1009.3104953086237,36.111135,140.099155,-1,-1,-1,,-1
threading,104.16362619400024,land,1009.3611114868424,36.111115,140.099156,-1,-1,-1,,-1
threading,107.16717481613159,land,1009.3721285448388,36.111091,140.099153,-1,-1,-1,,-1
threading,110.170743227005,land,1009.3271154010647,36.111078,140.099178,-1,-1,-1,,-1
threading,113.17435264587402,land,1009.3452223374442,36.111088,140.099183,-1,-1,-1,,-1
threading,116.17798709869385,land,1009.3227179341869,36.11109,140.099183,-1,-1,-1,,-1
threading,119.1816053390503,land,1009.3287524776356,36.111091,140.099155,-1,-1,-1,,-1
