comment,time,phase,balo,latitude,longitude,duty_R,duty_L,theta,cornangle,distance
threading,221.26740074157715,land,1009.7491550224041,36.11102,140.099138,-1,-1,-1,,-1
threading,224.27096962928772,land,1009.7380164236722,36.110891,140.098905,-1,-1,-1,,-1
threading,227.27445483207703,land,1009.7065838295196,36.110885,140.09904,-1,-1,-1,,-1
threading,230.27804398536682,land,1009.6125986519392,36.110876,140.099023,-1,-1,-1,,-1
threading,233.28168964385986,land,1009.6705497719972,36.110865,140.099011,-1,-1,-1,,-1
threading,236.2853422164917,land,1009.7017951425549,36.110868,140.099016,-1,-1,-1,,-1
threading,239.288978099823,land,1010.7571430682141,36.11087,140.099013,-1,-1,-1,,-1
threading,242.29266452789307,land,1011.1872138431106,36.110878,140.099011,-1,-1,-1,,-1
threading,245.29408407211304,land,1011.2257842587882,36.110861,140.098995,-1,-1,-1,,-1
threading,248.29764604568481,land,1011.3463671751119,36.110863,140.098951,-1,-1,-1,,-1
land,250.7107698917389,land,1011.2338324089046,36.110863,140.098943,-1,-1,-1,,-1
threading,251.30140256881714,land,1011.2338324089046,36.110863,140.098943,-1,-1,-1,,-1
threading,254.30264353752136,land,1011.2338324089046,36.110863,140.098958,-1,-1,-1,,-1
threading,257.3063189983368,land,1011.2338324089046,36.11086,140.098948,-1,-1,-1,,-1
threading,260.30984473228455,land,1011.2338324089046,36.110861,140.098948,-1,-1,-1,,-1
threading,263.31344175338745,land,1011.2338324089046,36.110865,140.098953,-1,-1,-1,,-1
threading,266.3169379234314,land,1011.2338324089046,36.110871,140.098953,-1,-1,-1,,-1
threading,269.3205564022064,land,1011.2338324089046,36.110861,140.09891,-1,-1,-1,,-1
threading,272.3241641521454,land,1011.2338324089046,36.110875,140.098933,-1,-1,-1,,-1
threading,275.3276598453522,land,1011.2338324089046,36.110898,140.098978,-1,-1,-1,,-1
threading,278.3313310146332,land,1011.2338324089046,36.110901,140.098996,-1,-1,-1,,-1
threading,281.3348355293274,land,1011.2338324089046,36.110905,140.099011,-1,-1,-1,,-1
threading,284.33575963974,land,1011.2338324089046,36.110905,140.099028,-1,-1,-1,,-1
threading,287.33939599990845,land,1011.2338324089046,36.110856,140.099023,-1,-1,-1,,-1
threading,290.3431017398834,land,1011.2338324089046,36.11084,140.098991,-1,-1,-1,,-1
threading,293.3466377258301,land,1011.2338324089046,36.110845,140.098953,-1,-1,-1,,-1
threading,296.35019183158875,land,1011.2338324089046,36.110858,140.098898,-1,-1,-1,,-1
threading,299.35381627082825,land,1011.2338324089046,36.110855,140.098801,-1,-1,-1,,-1
threading,302.3574752807617,land,1011.2338324089046,36.110866,140.098748,-1,-1,-1,,-1
threading,305.3599281311035,land,1011.2338324089046,36.110878,140.098698,-1,-1,-1,,-1
threading,308.3619968891144,land,1011.2338324089046,36.110885,140.098691,-1,-1,-1,,-1
threading,311.36552119255066,land,1011.2338324089046,36.110908,140.098673,-1,-1,-1,,-1
threading,314.36921548843384,land,1011.2338324089046,36.11094,140.098656,-1,-1,-1,,-1
threading,317.3717234134674,land,1011.2338324089046,36.110978,140.098643,-1,-1,-1,,-1
threading,320.3753499984741,land,1011.2338324089046,36.111016,140.098626,-1,-1,-1,,-1
threading,323.37732100486755,land,1011.2338324089046,36.111051,140.098628,-1,-1,-1,,-1
threading,326.3794016838074,land,1011.2338324089046,36.111078,140.098623,-1,-1,-1,,-1
threading,329.3814322948456,land,1011.2338324089046,36.111115,140.09862,-1,-1,-1,,-1
threading,332.3851366043091,land,1011.2338324089046,36.111166,140.09862,-1,-1,-1,,-1
threading,335.3887002468109,land,1011.2338324089046,36.111268,140.098688,-1,-1,-1,,-1
threading,338.39226365089417,land,1011.2338324089046,36.111318,140.098698,-1,-1,-1,,-1
threading,341.3957953453064,land,1011.2338324089046,36.111361,140.098685,-1,-1,-1,,-1
threading,344.3994324207306,land,1011.2338324089046,36.111425,140.09868,-1,-1,-1,,-1
threading,347.40305042266846,land,1011.2338324089046,36.111446,140.098678,-1,-1,-1,,-1
threading,350.4063186645508,land,1011.2338324089046,36.11149,140.098685,-1,-1,-1,,-1
threading,353.4098608493805,land,1011.2338324089046,36.111528,140.098688,-1,-1,-1,,-1
threading,356.4135673046112,land,1011.2338324089046,36.111553,140.09869,-1,-1,-1,,-1
threading,359.4173595905304,land,1011.2338324089046,36.111586,140.098693,-1,-1,-1,,-1
threading,362.420925617218,land,1011.2338324089046,36.111621,140.098696,-1,-1,-1,,-1
threading,365.42443013191223,land,1011.2338324089046,36.111655,140.0987,-1,-1,-1,,-1
threading,368.4259958267212,land,1011.2338324089046,36.1117,140.098693,-1,-1,-1,,-1
threading,371.4295084476471,land,1011.2338324089046,36.111721,140.0987,-1,-1,-1,,-1
threading,374.43321418762207,land,1011.2338324089046,36.111718,140.098698,-1,-1,-1,,-1
threading,377.4369385242462,land,1011.2338324089046,36.111718,140.098696,-1,-1,-1,,-1
threading,380.4393379688263,land,1011.2338324089046,36.11171,140.098698,-1,-1,-1,,-1
threading,383.44182991981506,land,1011.2338324089046,36.111708,140.098701,-1,-1,-1,,-1
threading,386.44421315193176,land,1011.2338324089046,36.111708,140.098703,-1,-1,-1,,-1
threading,389.44657468795776,deployment,1011.2338324089046,36.111705,140.098705,-1,-1,-1,,-1
open,391.7742335796356,deployment,1011.2338324089046,36.111705,140.098706,-1,-1,-1,,-1
threading,392.4487488269806,deployment,1011.2338324089046,36.111705,140.098706,60,60,-1,,-1
threading,395.4509437084198,deployment,1011.2338324089046,36.111705,140.098706,-20,20,324.4597717615767,,-1
threading,398.4541401863098,deployment,1011.2338324089046,36.111701,140.098706,-20,20,323.64693170795306,,-1
threading,401.4556977748871,deployment,1011.2338324089046,36.111693,140.098708,0,0,320.4630339535304,,-1
threading,404.45941066741943,deployment,1011.2338324089046,36.111691,140.098711,0,0,319.7311069150695,,-1
threading,407.4630012512207,deployment,1011.2338324089046,36.111691,140.098718,-20,20,319.9313706262193,,-1
threading,410.4660153388977,deployment,1011.2338324089046,36.11169,140.098721,-20,20,318.83175078096554,,-1
threading,413.46771240234375,deployment,1011.2338324089046,36.11169,140.098721,0,0,326.55472662450273,,-1
threading,416.471312046051,deployment,1011.2338324089046,36.111688,140.098723,60,60,314.4818494852953,,-1
threading,419.4749188423157,deployment,1011.2338324089046,36.111688,140.098721,0,0,34.256388215692084,,-1
threading,422.4780008792877,deployment,1011.2338324089046,36.111693,140.098718,20,-20,318.86546116985176,,-1
threading,425.4815888404846,deployment,1011.2338324089046,36.111693,140.098716,20,-20,292.65830730546367,,-1
threading,428.48412227630615,deployment,1011.2338324089046,36.11169,140.098719,60,60,68.39529913800216,,-1
threading,431.4863615036011,deployment,1011.2338324089046,36.111693,140.098728,60,60,68.39529913800216,,-1
deployment,432.6946654319763,deployment,1011.2338324089046,36.1117,140.098738,0,0,68.39529913800216,,-1
threading,434.49004769325256,deployment,1011.2338324089046,36.111705,140.098738,38.28274047204753,41.71725952795247,150.0040982740195,,-1
threading,437.493643283844,deployment,1011.2338324089046,36.111711,140.098726,62.385264011365344,17.614735988634656,157.6021334214143,,-1
threading,440.49728894233704,deployment,1011.2338324089046,36.111715,140.098706,32.29514762978284,47.70485237021716,137.97404971631067,,-1
threading,443.50034618377686,deployment,1011.2338324089046,36.111716,140.098688,53.34398183397935,26.65601816602065,157.16808242619533,,-1
threading,446.5021140575409,deployment,1011.2338324089046,36.111718,140.09867,50.114708250787395,29.885291749212605,159.56886598211506,,-1
threading,449.50389790534973,deployment,1011.2338324089046,36.111723,140.09865,67.64850069559905,12.351499304400942,164.08871634004953,,-1
threading,452.5059976577759,deployment,1011.2338324089046,36.111723,140.09863,53.027515585741355,26.97248441425864,152.40827190494744,,-1
threading,455.50968885421753,deployment,1011.2338324089046,36.111726,140.098611,42.65450419246763,37.34549580753237,154.33119958220553,,-1
threading,458.5152323246002,deployment,1011.2338324089046,36.111728,140.098591,48.414332406516344,31.585667593483656,159.3477560785683,,-1
threading,461.51799750328064,deployment,1011.2338324089046,36.111726,140.098571,45.23444542611381,34.76555457388619,157.81034790761532,,-1
threading,464.5216369628906,deployment,1011.2338324089046,36.111726,140.098554,78.08249833979676,10,207.92655194365636,,-1
threading,467.5257821083069,deployment,1011.2338324089046,36.111726,140.098551,80,10,222.6140559696112,,-1
threading,470.52950382232666,deployment,1011.2338324089046,36.111725,140.098551,80,10,246.85153701469335,,-1
threading,473.5330333709717,deployment,1011.2338324089046,36.11173,140.09855,80,10,257.3479695880069,,-1
threading,476.53402876853943,deployment,1011.2338324089046,36.111735,140.09855,50.35288608273261,29.647113917267394,154.48517265987175,,-1
threading,479.53765892982483,deployment,1011.2338324089046,36.111741,140.09855,10,80,56.88865803962797,,-1
threading,482.54130244255066,deployment,1011.2338324089046,36.111743,140.098546,44.11166814253458,35.88833185746542,168.78750094878984,,-1
end main,485.2204670906067,deployment,1011.2338324089046,36.111741,140.098546,19.280363906934852,60.71963609306515,108.56718756875368,,-1
